"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 14 04:08:07 GMT 2024","Fri Jun 14 04:08:07 GMT 2024","94","Electron","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Fri Jun 14 04:08:07 GMT 2024","Fri Jun 14 04:08:20 GMT 2024","13338","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Fri Jun 14 04:08:17 GMT 2024","Fri Jun 14 04:08:17 GMT 2024","207","Browser","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Fri Jun 14 04:08:13 GMT 2024","Fri Jun 14 04:08:17 GMT 2024","3879","Browser","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Fri Jun 14 04:08:20 GMT 2024","Fri Jun 14 04:08:21 GMT 2024","977","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Fri Jun 14 04:08:17 GMT 2024","Fri Jun 14 04:08:17 GMT 2024","17","Browser","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Fri Jun 14 04:08:07 GMT 2024","Fri Jun 14 04:08:07 GMT 2024","20","Electron","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Fri Jun 14 04:08:17 GMT 2024","Fri Jun 14 04:08:30 GMT 2024","12808","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Fri Jun 14 04:08:02 GMT 2024","Fri Jun 14 04:08:07 GMT 2024","5004","Electron","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Fri Jun 14 04:08:30 GMT 2024","Fri Jun 14 04:08:31 GMT 2024","1076","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
