"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8723","should be visible and active after opening ""sample.txt""","Electron","Fri Apr 10 09:50:51 UTC 2026","passed","Fri Apr 10 09:51:00 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","209","should have menu bar items","Browser","Fri Apr 10 09:50:49 UTC 2026","passed","Fri Apr 10 09:50:49 UTC 2026","Theia app","theia-app.test.js","",""
"","27","should show status bar","Browser","Fri Apr 10 09:50:49 UTC 2026","passed","Fri Apr 10 09:50:49 UTC 2026","Theia app","theia-app.test.js","",""
"","38","should show status bar","Electron","Fri Apr 10 09:50:51 UTC 2026","passed","Fri Apr 10 09:50:51 UTC 2026","Theia app","theia-app.test.js","",""
"","856","should be dirty after changing the file contents and clean after save","Browser","Fri Apr 10 09:50:56 UTC 2026","passed","Fri Apr 10 09:50:57 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","6800","should be visible and active after opening ""sample.txt""","Browser","Fri Apr 10 09:50:49 UTC 2026","passed","Fri Apr 10 09:50:56 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","936","should be dirty after changing the file contents and clean after save","Electron","Fri Apr 10 09:51:00 UTC 2026","passed","Fri Apr 10 09:51:01 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","6311","should show main content panel","Browser","Fri Apr 10 09:50:43 UTC 2026","passed","Fri Apr 10 09:50:49 UTC 2026","Theia app","theia-app.test.js","",""
"","146","should have menu bar items","Electron","Fri Apr 10 09:50:51 UTC 2026","passed","Fri Apr 10 09:50:51 UTC 2026","Theia app","theia-app.test.js","",""
"","8828","should show main content panel","Electron","Fri Apr 10 09:50:42 UTC 2026","passed","Fri Apr 10 09:50:51 UTC 2026","Theia app","theia-app.test.js","",""
