"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","215","should have menu bar items","Browser","2026-08-22","passed","2026-08-22","Theia app","theia-app.test.js","",""
"","5136","should show main content panel","Browser","2026-08-22","passed","2026-08-22","Theia app","theia-app.test.js","",""
"","8814","should show main content panel","Electron","2026-08-22","passed","2026-08-22","Theia app","theia-app.test.js","",""
"","823","should be dirty after changing the file contents and clean after save","Electron","2026-08-22","passed","2026-08-22","Theia Text Editor","theia-text-editor.test.js","",""
"","8602","should be visible and active after opening ""sample.txt""","Electron","2026-08-22","passed","2026-08-22","Theia Text Editor","theia-text-editor.test.js","",""
"","40","should show status bar","Browser","2026-08-22","passed","2026-08-22","Theia app","theia-app.test.js","",""
"","33","should show status bar","Electron","2026-08-22","passed","2026-08-22","Theia app","theia-app.test.js","",""
"","7940","should be visible and active after opening ""sample.txt""","Browser","2026-08-22","passed","2026-08-22","Theia Text Editor","theia-text-editor.test.js","",""
"","809","should be dirty after changing the file contents and clean after save","Browser","2026-08-22","passed","2026-08-22","Theia Text Editor","theia-text-editor.test.js","",""
"","157","should have menu bar items","Electron","2026-08-22","passed","2026-08-22","Theia app","theia-app.test.js","",""
