"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","852","should be dirty after changing the file contents and clean after save","Browser","Fri Mar 06 07:41:15 UTC 2026","passed","Fri Mar 06 07:41:15 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","7566","should show main content panel","Electron","Fri Mar 06 07:40:58 UTC 2026","passed","Fri Mar 06 07:41:05 UTC 2026","Theia app","theia-app.test.js","",""
"","26","should show status bar","Electron","Fri Mar 06 07:41:05 UTC 2026","passed","Fri Mar 06 07:41:05 UTC 2026","Theia app","theia-app.test.js","",""
"","202","should have menu bar items","Browser","Fri Mar 06 07:41:08 UTC 2026","passed","Fri Mar 06 07:41:08 UTC 2026","Theia app","theia-app.test.js","",""
"","8001","should be visible and active after opening ""sample.txt""","Electron","Fri Mar 06 07:41:05 UTC 2026","passed","Fri Mar 06 07:41:13 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","987","should be dirty after changing the file contents and clean after save","Electron","Fri Mar 06 07:41:13 UTC 2026","passed","Fri Mar 06 07:41:14 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","31","should show status bar","Browser","Fri Mar 06 07:41:08 UTC 2026","passed","Fri Mar 06 07:41:08 UTC 2026","Theia app","theia-app.test.js","",""
"","4397","should show main content panel","Browser","Fri Mar 06 07:41:03 UTC 2026","passed","Fri Mar 06 07:41:08 UTC 2026","Theia app","theia-app.test.js","",""
"","6847","should be visible and active after opening ""sample.txt""","Browser","Fri Mar 06 07:41:08 UTC 2026","passed","Fri Mar 06 07:41:15 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","141","should have menu bar items","Electron","Fri Mar 06 07:41:05 UTC 2026","passed","Fri Mar 06 07:41:05 UTC 2026","Theia app","theia-app.test.js","",""
