"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 29 13:12:40 GMT 2024","Fri Mar 29 13:12:41 GMT 2024","1089","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Fri Mar 29 13:12:35 GMT 2024","Fri Mar 29 13:12:35 GMT 2024","114","Electron","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Fri Mar 29 13:12:27 GMT 2024","Fri Mar 29 13:12:40 GMT 2024","12484","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Fri Mar 29 13:12:23 GMT 2024","Fri Mar 29 13:12:27 GMT 2024","3911","Browser","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Fri Mar 29 13:12:49 GMT 2024","Fri Mar 29 13:12:50 GMT 2024","981","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Fri Mar 29 13:12:35 GMT 2024","Fri Mar 29 13:12:35 GMT 2024","18","Electron","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Fri Mar 29 13:12:27 GMT 2024","Fri Mar 29 13:12:35 GMT 2024","7905","Electron","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Fri Mar 29 13:12:27 GMT 2024","Fri Mar 29 13:12:27 GMT 2024","16","Browser","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Fri Mar 29 13:12:35 GMT 2024","Fri Mar 29 13:12:49 GMT 2024","14382","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Fri Mar 29 13:12:27 GMT 2024","Fri Mar 29 13:12:27 GMT 2024","201","Browser","theia-app.test.js","Theia app","","","should have menu bar items",""
