"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 27 04:11:20 GMT 2024","Fri Sep 27 04:11:21 GMT 2024","931","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Fri Sep 27 04:11:27 GMT 2024","Fri Sep 27 04:11:28 GMT 2024","1132","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Fri Sep 27 04:11:00 GMT 2024","Fri Sep 27 04:11:06 GMT 2024","5207","Electron","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Fri Sep 27 04:11:10 GMT 2024","Fri Sep 27 04:11:14 GMT 2024","4260","Browser","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Fri Sep 27 04:11:14 GMT 2024","Fri Sep 27 04:11:14 GMT 2024","20","Browser","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Fri Sep 27 04:11:14 GMT 2024","Fri Sep 27 04:11:27 GMT 2024","12964","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Fri Sep 27 04:11:06 GMT 2024","Fri Sep 27 04:11:06 GMT 2024","21","Electron","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Fri Sep 27 04:11:06 GMT 2024","Fri Sep 27 04:11:20 GMT 2024","14279","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Fri Sep 27 04:11:06 GMT 2024","Fri Sep 27 04:11:06 GMT 2024","82","Electron","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Fri Sep 27 04:11:14 GMT 2024","Fri Sep 27 04:11:14 GMT 2024","248","Browser","theia-app.test.js","Theia app","","","should have menu bar items",""
