"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","139","should have menu bar items","Electron","Tue Apr 07 11:14:55 UTC 2026","passed","Tue Apr 07 11:14:55 UTC 2026","Theia app","theia-app.test.js","",""
"","900","should be dirty after changing the file contents and clean after save","Electron","Tue Apr 07 11:15:04 UTC 2026","passed","Tue Apr 07 11:15:05 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","5824","should show main content panel","Browser","Tue Apr 07 11:14:52 UTC 2026","passed","Tue Apr 07 11:14:57 UTC 2026","Theia app","theia-app.test.js","",""
"","8979","should be visible and active after opening ""sample.txt""","Electron","Tue Apr 07 11:14:55 UTC 2026","passed","Tue Apr 07 11:15:04 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","764","should be dirty after changing the file contents and clean after save","Browser","Tue Apr 07 11:15:05 UTC 2026","passed","Tue Apr 07 11:15:05 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","8267","should show main content panel","Electron","Tue Apr 07 11:14:46 UTC 2026","passed","Tue Apr 07 11:14:55 UTC 2026","Theia app","theia-app.test.js","",""
"","7006","should be visible and active after opening ""sample.txt""","Browser","Tue Apr 07 11:14:58 UTC 2026","passed","Tue Apr 07 11:15:05 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","34","should show status bar","Browser","Tue Apr 07 11:14:57 UTC 2026","passed","Tue Apr 07 11:14:57 UTC 2026","Theia app","theia-app.test.js","",""
"","216","should have menu bar items","Browser","Tue Apr 07 11:14:57 UTC 2026","passed","Tue Apr 07 11:14:58 UTC 2026","Theia app","theia-app.test.js","",""
"","30","should show status bar","Electron","Tue Apr 07 11:14:55 UTC 2026","passed","Tue Apr 07 11:14:55 UTC 2026","Theia app","theia-app.test.js","",""
