"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","905","should be dirty after changing the file contents and clean after save","Electron","Mon May 18 05:36:17 UTC 2026","passed","Mon May 18 05:36:18 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","149","should have menu bar items","Electron","Mon May 18 05:36:09 UTC 2026","passed","Mon May 18 05:36:09 UTC 2026","Theia app","theia-app.test.js","",""
"","7050","should be visible and active after opening ""sample.txt""","Browser","Mon May 18 05:36:05 UTC 2026","passed","Mon May 18 05:36:12 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","188","should have menu bar items","Browser","Mon May 18 05:36:05 UTC 2026","passed","Mon May 18 05:36:05 UTC 2026","Theia app","theia-app.test.js","",""
"","11388","should show main content panel","Electron","Mon May 18 05:35:57 UTC 2026","passed","Mon May 18 05:36:09 UTC 2026","Theia app","theia-app.test.js","",""
"","4719","should show main content panel","Browser","Mon May 18 05:36:00 UTC 2026","passed","Mon May 18 05:36:05 UTC 2026","Theia app","theia-app.test.js","",""
"","758","should be dirty after changing the file contents and clean after save","Browser","Mon May 18 05:36:12 UTC 2026","passed","Mon May 18 05:36:13 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","19","should show status bar","Browser","Mon May 18 05:36:05 UTC 2026","passed","Mon May 18 05:36:05 UTC 2026","Theia app","theia-app.test.js","",""
"","34","should show status bar","Electron","Mon May 18 05:36:09 UTC 2026","passed","Mon May 18 05:36:09 UTC 2026","Theia app","theia-app.test.js","",""
"","8403","should be visible and active after opening ""sample.txt""","Electron","Mon May 18 05:36:09 UTC 2026","passed","Mon May 18 05:36:17 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
