"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8772","should show main content panel","Electron","2026-09-20","passed","2026-09-20","Theia app","theia-app.test.js","",""
"","846","should be dirty after changing the file contents and clean after save","Browser","2026-09-20","passed","2026-09-20","Theia Text Editor","theia-text-editor.test.js","",""
"","123","should have menu bar items","Electron","2026-09-20","passed","2026-09-20","Theia app","theia-app.test.js","",""
"","908","should be dirty after changing the file contents and clean after save","Electron","2026-09-20","passed","2026-09-20","Theia Text Editor","theia-text-editor.test.js","",""
"","8734","should be visible and active after opening ""sample.txt""","Electron","2026-09-20","passed","2026-09-20","Theia Text Editor","theia-text-editor.test.js","",""
"","25","should show status bar","Electron","2026-09-20","passed","2026-09-20","Theia app","theia-app.test.js","",""
"","30","should show status bar","Browser","2026-09-20","passed","2026-09-20","Theia app","theia-app.test.js","",""
"","6891","should show main content panel","Browser","2026-09-20","passed","2026-09-20","Theia app","theia-app.test.js","",""
"","145","should have menu bar items","Browser","2026-09-20","passed","2026-09-20","Theia app","theia-app.test.js","",""
"","7499","should be visible and active after opening ""sample.txt""","Browser","2026-09-20","passed","2026-09-20","Theia Text Editor","theia-text-editor.test.js","",""
