"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","963","should be dirty after changing the file contents and clean after save","Electron","Sat Apr 11 04:50:48 UTC 2026","passed","Sat Apr 11 04:50:49 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","5197","should show main content panel","Browser","Sat Apr 11 04:50:33 UTC 2026","passed","Sat Apr 11 04:50:38 UTC 2026","Theia app","theia-app.test.js","",""
"","8648","should be visible and active after opening ""sample.txt""","Electron","Sat Apr 11 04:50:39 UTC 2026","passed","Sat Apr 11 04:50:48 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","118","should have menu bar items","Electron","Sat Apr 11 04:50:39 UTC 2026","passed","Sat Apr 11 04:50:39 UTC 2026","Theia app","theia-app.test.js","",""
"","185","should have menu bar items","Browser","Sat Apr 11 04:50:38 UTC 2026","passed","Sat Apr 11 04:50:38 UTC 2026","Theia app","theia-app.test.js","",""
"","22","should show status bar","Electron","Sat Apr 11 04:50:39 UTC 2026","passed","Sat Apr 11 04:50:39 UTC 2026","Theia app","theia-app.test.js","",""
"","34","should show status bar","Browser","Sat Apr 11 04:50:38 UTC 2026","passed","Sat Apr 11 04:50:38 UTC 2026","Theia app","theia-app.test.js","",""
"","805","should be dirty after changing the file contents and clean after save","Browser","Sat Apr 11 04:50:45 UTC 2026","passed","Sat Apr 11 04:50:46 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","7316","should be visible and active after opening ""sample.txt""","Browser","Sat Apr 11 04:50:38 UTC 2026","passed","Sat Apr 11 04:50:45 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","9786","should show main content panel","Electron","Sat Apr 11 04:50:30 UTC 2026","passed","Sat Apr 11 04:50:39 UTC 2026","Theia app","theia-app.test.js","",""
