"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","871","should be dirty after changing the file contents and clean after save","Electron","Sun May 10 05:24:38 UTC 2026","passed","Sun May 10 05:24:39 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","4679","should show main content panel","Browser","Sun May 10 05:24:18 UTC 2026","passed","Sun May 10 05:24:22 UTC 2026","Theia app","theia-app.test.js","",""
"","8530","should be visible and active after opening ""sample.txt""","Electron","Sun May 10 05:24:29 UTC 2026","passed","Sun May 10 05:24:38 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","159","should have menu bar items","Electron","Sun May 10 05:24:29 UTC 2026","passed","Sun May 10 05:24:29 UTC 2026","Theia app","theia-app.test.js","",""
"","22","should show status bar","Electron","Sun May 10 05:24:29 UTC 2026","passed","Sun May 10 05:24:29 UTC 2026","Theia app","theia-app.test.js","",""
"","18","should show status bar","Browser","Sun May 10 05:24:22 UTC 2026","passed","Sun May 10 05:24:22 UTC 2026","Theia app","theia-app.test.js","",""
"","7540","should be visible and active after opening ""sample.txt""","Browser","Sun May 10 05:24:22 UTC 2026","passed","Sun May 10 05:24:30 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","166","should have menu bar items","Browser","Sun May 10 05:24:22 UTC 2026","passed","Sun May 10 05:24:22 UTC 2026","Theia app","theia-app.test.js","",""
"","820","should be dirty after changing the file contents and clean after save","Browser","Sun May 10 05:24:30 UTC 2026","passed","Sun May 10 05:24:31 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","9888","should show main content panel","Electron","Sun May 10 05:24:19 UTC 2026","passed","Sun May 10 05:24:29 UTC 2026","Theia app","theia-app.test.js","",""
