"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12340","should show main content panel","Electron","Tue Apr 14 05:09:30 UTC 2026","passed","Tue Apr 14 05:09:42 UTC 2026","Theia app","theia-app.test.js","",""
"","28","should show status bar","Browser","Tue Apr 14 05:09:38 UTC 2026","passed","Tue Apr 14 05:09:38 UTC 2026","Theia app","theia-app.test.js","",""
"","35","should show status bar","Electron","Tue Apr 14 05:09:42 UTC 2026","passed","Tue Apr 14 05:09:42 UTC 2026","Theia app","theia-app.test.js","",""
"","812","should be dirty after changing the file contents and clean after save","Browser","Tue Apr 14 05:09:45 UTC 2026","passed","Tue Apr 14 05:09:46 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","914","should be dirty after changing the file contents and clean after save","Electron","Tue Apr 14 05:09:52 UTC 2026","passed","Tue Apr 14 05:09:53 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","5635","should show main content panel","Browser","Tue Apr 14 05:09:32 UTC 2026","passed","Tue Apr 14 05:09:38 UTC 2026","Theia app","theia-app.test.js","",""
"","174","should have menu bar items","Browser","Tue Apr 14 05:09:38 UTC 2026","passed","Tue Apr 14 05:09:38 UTC 2026","Theia app","theia-app.test.js","",""
"","6857","should be visible and active after opening ""sample.txt""","Browser","Tue Apr 14 05:09:38 UTC 2026","passed","Tue Apr 14 05:09:45 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","9246","should be visible and active after opening ""sample.txt""","Electron","Tue Apr 14 05:09:42 UTC 2026","passed","Tue Apr 14 05:09:52 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","149","should have menu bar items","Electron","Tue Apr 14 05:09:42 UTC 2026","passed","Tue Apr 14 05:09:42 UTC 2026","Theia app","theia-app.test.js","",""
