"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 07 04:11:10 GMT 2024","Thu Nov 07 04:11:23 GMT 2024","12950","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Thu Nov 07 04:11:05 GMT 2024","Thu Nov 07 04:11:10 GMT 2024","4684","Browser","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Thu Nov 07 04:11:10 GMT 2024","Thu Nov 07 04:11:10 GMT 2024","24","Browser","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Thu Nov 07 04:11:05 GMT 2024","Thu Nov 07 04:11:13 GMT 2024","7867","Electron","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Thu Nov 07 04:11:10 GMT 2024","Thu Nov 07 04:11:10 GMT 2024","249","Browser","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Thu Nov 07 04:11:13 GMT 2024","Thu Nov 07 04:11:13 GMT 2024","95","Electron","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Thu Nov 07 04:11:28 GMT 2024","Thu Nov 07 04:11:29 GMT 2024","977","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Thu Nov 07 04:11:13 GMT 2024","Thu Nov 07 04:11:28 GMT 2024","14721","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Thu Nov 07 04:11:23 GMT 2024","Thu Nov 07 04:11:24 GMT 2024","1120","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Thu Nov 07 04:11:13 GMT 2024","Thu Nov 07 04:11:13 GMT 2024","20","Electron","theia-app.test.js","Theia app","","","should show status bar",""
