"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 01 04:11:28 GMT 2025","Wed Jan 01 04:11:34 GMT 2025","5312","Electron","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Wed Jan 01 04:11:36 GMT 2025","Wed Jan 01 04:11:37 GMT 2025","248","Browser","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Wed Jan 01 04:11:37 GMT 2025","Wed Jan 01 04:11:50 GMT 2025","13627","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Wed Jan 01 04:11:34 GMT 2025","Wed Jan 01 04:11:34 GMT 2025","81","Electron","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Wed Jan 01 04:11:52 GMT 2025","Wed Jan 01 04:11:53 GMT 2025","967","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Wed Jan 01 04:11:36 GMT 2025","Wed Jan 01 04:11:36 GMT 2025","20","Browser","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Wed Jan 01 04:11:34 GMT 2025","Wed Jan 01 04:11:34 GMT 2025","29","Electron","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Wed Jan 01 04:11:50 GMT 2025","Wed Jan 01 04:11:51 GMT 2025","967","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Wed Jan 01 04:11:32 GMT 2025","Wed Jan 01 04:11:36 GMT 2025","4312","Browser","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Wed Jan 01 04:11:34 GMT 2025","Wed Jan 01 04:11:52 GMT 2025","18284","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
