"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 25 04:11:15 GMT 2024","Wed Dec 25 04:11:16 GMT 2024","247","Browser","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Wed Dec 25 04:11:11 GMT 2024","Wed Dec 25 04:11:15 GMT 2024","4345","Browser","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Wed Dec 25 04:11:32 GMT 2024","Wed Dec 25 04:11:32 GMT 2024","952","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Wed Dec 25 04:11:15 GMT 2024","Wed Dec 25 04:11:15 GMT 2024","28","Browser","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Wed Dec 25 04:11:16 GMT 2024","Wed Dec 25 04:11:28 GMT 2024","12904","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Wed Dec 25 04:11:11 GMT 2024","Wed Dec 25 04:11:16 GMT 2024","5567","Electron","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Wed Dec 25 04:11:16 GMT 2024","Wed Dec 25 04:11:32 GMT 2024","15043","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Wed Dec 25 04:11:16 GMT 2024","Wed Dec 25 04:11:16 GMT 2024","177","Electron","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Wed Dec 25 04:11:28 GMT 2024","Wed Dec 25 04:11:29 GMT 2024","969","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Wed Dec 25 04:11:16 GMT 2024","Wed Dec 25 04:11:16 GMT 2024","25","Electron","theia-app.test.js","Theia app","","","should show status bar",""
