"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7570","should be visible and active after opening ""sample.txt""","Electron","Wed May 06 05:18:39 UTC 2026","passed","Wed May 06 05:18:47 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","3962","should show main content panel","Browser","Wed May 06 05:18:37 UTC 2026","passed","Wed May 06 05:18:41 UTC 2026","Theia app","theia-app.test.js","",""
"","132","should have menu bar items","Electron","Wed May 06 05:18:39 UTC 2026","passed","Wed May 06 05:18:39 UTC 2026","Theia app","theia-app.test.js","",""
"","9768","should show main content panel","Electron","Wed May 06 05:18:30 UTC 2026","passed","Wed May 06 05:18:39 UTC 2026","Theia app","theia-app.test.js","",""
"","845","should be dirty after changing the file contents and clean after save","Electron","Wed May 06 05:18:47 UTC 2026","passed","Wed May 06 05:18:48 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","650","should be dirty after changing the file contents and clean after save","Browser","Wed May 06 05:18:47 UTC 2026","passed","Wed May 06 05:18:47 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","140","should have menu bar items","Browser","Wed May 06 05:18:41 UTC 2026","passed","Wed May 06 05:18:41 UTC 2026","Theia app","theia-app.test.js","",""
"","21","should show status bar","Browser","Wed May 06 05:18:41 UTC 2026","passed","Wed May 06 05:18:41 UTC 2026","Theia app","theia-app.test.js","",""
"","5871","should be visible and active after opening ""sample.txt""","Browser","Wed May 06 05:18:41 UTC 2026","passed","Wed May 06 05:18:47 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","41","should show status bar","Electron","Wed May 06 05:18:39 UTC 2026","passed","Wed May 06 05:18:39 UTC 2026","Theia app","theia-app.test.js","",""
