"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 15 04:12:33 GMT 2024","Fri Nov 15 04:12:33 GMT 2024","79","Electron","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Fri Nov 15 04:12:43 GMT 2024","Fri Nov 15 04:12:43 GMT 2024","284","Browser","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Fri Nov 15 04:12:47 GMT 2024","Fri Nov 15 04:12:48 GMT 2024","904","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Fri Nov 15 04:12:33 GMT 2024","Fri Nov 15 04:12:33 GMT 2024","24","Electron","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Fri Nov 15 04:12:43 GMT 2024","Fri Nov 15 04:12:57 GMT 2024","13358","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Fri Nov 15 04:12:43 GMT 2024","Fri Nov 15 04:12:43 GMT 2024","26","Browser","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Fri Nov 15 04:12:26 GMT 2024","Fri Nov 15 04:12:33 GMT 2024","6932","Electron","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Fri Nov 15 04:12:57 GMT 2024","Fri Nov 15 04:12:58 GMT 2024","981","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Fri Nov 15 04:12:34 GMT 2024","Fri Nov 15 04:12:43 GMT 2024","8523","Browser","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Fri Nov 15 04:12:33 GMT 2024","Fri Nov 15 04:12:47 GMT 2024","14207","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
