"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 02 04:10:48 GMT 2024","Mon Sep 02 04:10:54 GMT 2024","5879","Electron","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Mon Sep 02 04:11:03 GMT 2024","Mon Sep 02 04:11:03 GMT 2024","19","Browser","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Mon Sep 02 04:11:08 GMT 2024","Mon Sep 02 04:11:09 GMT 2024","950","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Mon Sep 02 04:10:59 GMT 2024","Mon Sep 02 04:11:03 GMT 2024","4358","Browser","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Mon Sep 02 04:10:54 GMT 2024","Mon Sep 02 04:10:54 GMT 2024","21","Electron","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Mon Sep 02 04:10:54 GMT 2024","Mon Sep 02 04:11:08 GMT 2024","13863","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Mon Sep 02 04:11:03 GMT 2024","Mon Sep 02 04:11:03 GMT 2024","204","Browser","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Mon Sep 02 04:11:03 GMT 2024","Mon Sep 02 04:11:16 GMT 2024","12317","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Mon Sep 02 04:10:54 GMT 2024","Mon Sep 02 04:10:54 GMT 2024","84","Electron","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Mon Sep 02 04:11:16 GMT 2024","Mon Sep 02 04:11:17 GMT 2024","1451","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
