"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","666","should be dirty after changing the file contents and clean after save","Electron","2026-09-18","passed","2026-09-18","Theia Text Editor","theia-text-editor.test.js","",""
"","7183","should show main content panel","Electron","2026-09-18","passed","2026-09-18","Theia app","theia-app.test.js","",""
"","115","should have menu bar items","Electron","2026-09-18","passed","2026-09-18","Theia app","theia-app.test.js","",""
"","7138","should be visible and active after opening ""sample.txt""","Electron","2026-09-18","passed","2026-09-18","Theia Text Editor","theia-text-editor.test.js","",""
"","7797","should be visible and active after opening ""sample.txt""","Browser","2026-09-18","passed","2026-09-18","Theia Text Editor","theia-text-editor.test.js","",""
"","32","should show status bar","Browser","2026-09-18","passed","2026-09-18","Theia app","theia-app.test.js","",""
"","147","should have menu bar items","Browser","2026-09-18","passed","2026-09-18","Theia app","theia-app.test.js","",""
"","5538","should show main content panel","Browser","2026-09-18","passed","2026-09-18","Theia app","theia-app.test.js","",""
"","24","should show status bar","Electron","2026-09-18","passed","2026-09-18","Theia app","theia-app.test.js","",""
"","1051","should be dirty after changing the file contents and clean after save","Browser","2026-09-18","passed","2026-09-18","Theia Text Editor","theia-text-editor.test.js","",""
