"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 05 04:11:05 GMT 2024","Fri Jul 05 04:11:05 GMT 2024","16","Browser","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Fri Jul 05 04:11:15 GMT 2024","Fri Jul 05 04:11:16 GMT 2024","942","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Fri Jul 05 04:11:05 GMT 2024","Fri Jul 05 04:11:05 GMT 2024","218","Browser","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Fri Jul 05 04:11:01 GMT 2024","Fri Jul 05 04:11:05 GMT 2024","3778","Browser","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Fri Jul 05 04:11:17 GMT 2024","Fri Jul 05 04:11:18 GMT 2024","1067","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Fri Jul 05 04:11:01 GMT 2024","Fri Jul 05 04:11:01 GMT 2024","25","Electron","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Fri Jul 05 04:11:05 GMT 2024","Fri Jul 05 04:11:17 GMT 2024","12064","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Fri Jul 05 04:11:01 GMT 2024","Fri Jul 05 04:11:01 GMT 2024","105","Electron","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Fri Jul 05 04:10:56 GMT 2024","Fri Jul 05 04:11:01 GMT 2024","5003","Electron","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Fri Jul 05 04:11:01 GMT 2024","Fri Jul 05 04:11:15 GMT 2024","14503","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
