"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 13 04:10:31 GMT 2024","Tue Aug 13 04:10:32 GMT 2024","1004","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Tue Aug 13 04:10:17 GMT 2024","Tue Aug 13 04:10:18 GMT 2024","207","Browser","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Tue Aug 13 04:10:18 GMT 2024","Tue Aug 13 04:10:31 GMT 2024","12974","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Tue Aug 13 04:10:14 GMT 2024","Tue Aug 13 04:10:14 GMT 2024","23","Electron","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Tue Aug 13 04:10:13 GMT 2024","Tue Aug 13 04:10:17 GMT 2024","4018","Browser","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Tue Aug 13 04:10:14 GMT 2024","Tue Aug 13 04:10:14 GMT 2024","84","Electron","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Tue Aug 13 04:10:17 GMT 2024","Tue Aug 13 04:10:17 GMT 2024","19","Browser","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Tue Aug 13 04:10:09 GMT 2024","Tue Aug 13 04:10:14 GMT 2024","5104","Electron","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Tue Aug 13 04:10:28 GMT 2024","Tue Aug 13 04:10:29 GMT 2024","1030","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Tue Aug 13 04:10:14 GMT 2024","Tue Aug 13 04:10:28 GMT 2024","14188","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
