"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10283","should show main content panel","Electron","Fri Mar 27 04:59:08 UTC 2026","passed","Fri Mar 27 04:59:18 UTC 2026","Theia app","theia-app.test.js","",""
"","9171","should be visible and active after opening ""sample.txt""","Electron","Fri Mar 27 04:59:18 UTC 2026","passed","Fri Mar 27 04:59:28 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","855","should be dirty after changing the file contents and clean after save","Browser","Fri Mar 27 04:59:30 UTC 2026","passed","Fri Mar 27 04:59:31 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","26","should show status bar","Electron","Fri Mar 27 04:59:18 UTC 2026","passed","Fri Mar 27 04:59:18 UTC 2026","Theia app","theia-app.test.js","",""
"","215","should have menu bar items","Browser","Fri Mar 27 04:59:23 UTC 2026","passed","Fri Mar 27 04:59:23 UTC 2026","Theia app","theia-app.test.js","",""
"","137","should have menu bar items","Electron","Fri Mar 27 04:59:18 UTC 2026","passed","Fri Mar 27 04:59:18 UTC 2026","Theia app","theia-app.test.js","",""
"","5720","should show main content panel","Browser","Fri Mar 27 04:59:17 UTC 2026","passed","Fri Mar 27 04:59:23 UTC 2026","Theia app","theia-app.test.js","",""
"","30","should show status bar","Browser","Fri Mar 27 04:59:23 UTC 2026","passed","Fri Mar 27 04:59:23 UTC 2026","Theia app","theia-app.test.js","",""
"","6912","should be visible and active after opening ""sample.txt""","Browser","Fri Mar 27 04:59:23 UTC 2026","passed","Fri Mar 27 04:59:30 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","1171","should be dirty after changing the file contents and clean after save","Electron","Fri Mar 27 04:59:28 UTC 2026","passed","Fri Mar 27 04:59:29 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
