"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","46","should show status bar","Electron","Sat Apr 18 04:58:38 UTC 2026","passed","Sat Apr 18 04:58:39 UTC 2026","Theia app","theia-app.test.js","",""
"","33","should show status bar","Browser","Sat Apr 18 04:58:35 UTC 2026","passed","Sat Apr 18 04:58:36 UTC 2026","Theia app","theia-app.test.js","",""
"","5829","should show main content panel","Browser","Sat Apr 18 04:58:30 UTC 2026","passed","Sat Apr 18 04:58:35 UTC 2026","Theia app","theia-app.test.js","",""
"","199","should have menu bar items","Browser","Sat Apr 18 04:58:36 UTC 2026","passed","Sat Apr 18 04:58:36 UTC 2026","Theia app","theia-app.test.js","",""
"","9161","should be visible and active after opening ""sample.txt""","Electron","Sat Apr 18 04:58:39 UTC 2026","passed","Sat Apr 18 04:58:48 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","7047","should be visible and active after opening ""sample.txt""","Browser","Sat Apr 18 04:58:36 UTC 2026","passed","Sat Apr 18 04:58:43 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","9735","should show main content panel","Electron","Sat Apr 18 04:58:29 UTC 2026","passed","Sat Apr 18 04:58:38 UTC 2026","Theia app","theia-app.test.js","",""
"","817","should be dirty after changing the file contents and clean after save","Browser","Sat Apr 18 04:58:43 UTC 2026","passed","Sat Apr 18 04:58:44 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","97","should have menu bar items","Electron","Sat Apr 18 04:58:39 UTC 2026","passed","Sat Apr 18 04:58:39 UTC 2026","Theia app","theia-app.test.js","",""
"","979","should be dirty after changing the file contents and clean after save","Electron","Sat Apr 18 04:58:48 UTC 2026","passed","Sat Apr 18 04:58:49 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
