"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Dec 28 04:10:57 GMT 2024","Sat Dec 28 04:10:57 GMT 2024","98","Electron","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Sat Dec 28 04:11:11 GMT 2024","Sat Dec 28 04:11:12 GMT 2024","1073","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Sat Dec 28 04:10:58 GMT 2024","Sat Dec 28 04:11:11 GMT 2024","13383","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Sat Dec 28 04:10:57 GMT 2024","Sat Dec 28 04:11:16 GMT 2024","18372","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Sat Dec 28 04:10:53 GMT 2024","Sat Dec 28 04:10:57 GMT 2024","4084","Browser","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Sat Dec 28 04:11:16 GMT 2024","Sat Dec 28 04:11:17 GMT 2024","1019","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Sat Dec 28 04:10:57 GMT 2024","Sat Dec 28 04:10:57 GMT 2024","22","Browser","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Sat Dec 28 04:10:57 GMT 2024","Sat Dec 28 04:10:57 GMT 2024","24","Electron","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Sat Dec 28 04:10:57 GMT 2024","Sat Dec 28 04:10:58 GMT 2024","248","Browser","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Sat Dec 28 04:10:52 GMT 2024","Sat Dec 28 04:10:57 GMT 2024","5236","Electron","theia-app.test.js","Theia app","","","should show main content panel",""
