"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","191","should have menu bar items","Browser","2026-09-02","passed","2026-09-02","Theia app","theia-app.test.js","",""
"","9237","should be visible and active after opening ""sample.txt""","Electron","2026-09-02","passed","2026-09-02","Theia Text Editor","theia-text-editor.test.js","",""
"","30","should show status bar","Electron","2026-09-02","passed","2026-09-02","Theia app","theia-app.test.js","",""
"","6604","should show main content panel","Browser","2026-09-02","passed","2026-09-02","Theia app","theia-app.test.js","",""
"","7116","should be visible and active after opening ""sample.txt""","Browser","2026-09-02","passed","2026-09-02","Theia Text Editor","theia-text-editor.test.js","",""
"","48","should show status bar","Browser","2026-09-02","passed","2026-09-02","Theia app","theia-app.test.js","",""
"","7061","should show main content panel","Electron","2026-09-02","passed","2026-09-02","Theia app","theia-app.test.js","",""
"","906","should be dirty after changing the file contents and clean after save","Electron","2026-09-02","passed","2026-09-02","Theia Text Editor","theia-text-editor.test.js","",""
"","126","should have menu bar items","Electron","2026-09-02","passed","2026-09-02","Theia app","theia-app.test.js","",""
"","841","should be dirty after changing the file contents and clean after save","Browser","2026-09-02","passed","2026-09-02","Theia Text Editor","theia-text-editor.test.js","",""
