"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Dec 07 04:11:15 GMT 2024","Sat Dec 07 04:11:16 GMT 2024","1055","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Sat Dec 07 04:10:59 GMT 2024","Sat Dec 07 04:10:59 GMT 2024","19","Electron","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Sat Dec 07 04:11:01 GMT 2024","Sat Dec 07 04:11:15 GMT 2024","13399","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Sat Dec 07 04:11:14 GMT 2024","Sat Dec 07 04:11:15 GMT 2024","1061","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Sat Dec 07 04:11:01 GMT 2024","Sat Dec 07 04:11:01 GMT 2024","232","Browser","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Sat Dec 07 04:11:01 GMT 2024","Sat Dec 07 04:11:01 GMT 2024","22","Browser","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Sat Dec 07 04:10:59 GMT 2024","Sat Dec 07 04:10:59 GMT 2024","80","Electron","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Sat Dec 07 04:10:59 GMT 2024","Sat Dec 07 04:11:14 GMT 2024","14413","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Sat Dec 07 04:10:55 GMT 2024","Sat Dec 07 04:11:01 GMT 2024","6118","Browser","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Sat Dec 07 04:10:54 GMT 2024","Sat Dec 07 04:10:59 GMT 2024","5144","Electron","theia-app.test.js","Theia app","","","should show main content panel",""
