"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 30 04:11:25 GMT 2024","Wed Oct 30 04:11:26 GMT 2024","959","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Wed Oct 30 04:11:11 GMT 2024","Wed Oct 30 04:11:11 GMT 2024","19","Browser","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Wed Oct 30 04:11:28 GMT 2024","Wed Oct 30 04:11:29 GMT 2024","967","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Wed Oct 30 04:11:14 GMT 2024","Wed Oct 30 04:11:14 GMT 2024","21","Electron","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Wed Oct 30 04:11:07 GMT 2024","Wed Oct 30 04:11:11 GMT 2024","4156","Browser","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Wed Oct 30 04:11:14 GMT 2024","Wed Oct 30 04:11:28 GMT 2024","14140","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Wed Oct 30 04:11:11 GMT 2024","Wed Oct 30 04:11:12 GMT 2024","265","Browser","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Wed Oct 30 04:11:14 GMT 2024","Wed Oct 30 04:11:14 GMT 2024","88","Electron","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Wed Oct 30 04:11:08 GMT 2024","Wed Oct 30 04:11:14 GMT 2024","5299","Electron","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Wed Oct 30 04:11:12 GMT 2024","Wed Oct 30 04:11:25 GMT 2024","12870","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
