"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 19 04:29:11 GMT 2023","Wed Jul 19 04:29:26 GMT 2023","15196","","","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Wed Jul 19 04:29:03 GMT 2023","Wed Jul 19 04:29:11 GMT 2023","7775","","","Theia App","","","should be fast in opening, changing and saving a text file",""
"passed","Wed Jul 19 04:29:03 GMT 2023","Wed Jul 19 04:29:03 GMT 2023","31","","","Theia app","","","should show status bar",""
"passed","Wed Jul 19 04:28:56 GMT 2023","Wed Jul 19 04:29:03 GMT 2023","7238","","","Theia app","","","should show main content panel",""
"passed","Wed Jul 19 04:29:26 GMT 2023","Wed Jul 19 04:29:27 GMT 2023","960","","","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Wed Jul 19 04:29:03 GMT 2023","Wed Jul 19 04:29:03 GMT 2023","59","","","Theia app","","","should have menu bar items",""
