"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","140","should have menu bar items","Electron","Mon Jul 13 05:19:56 UTC 2026","passed","Mon Jul 13 05:19:57 UTC 2026","Theia app","theia-app.test.js","",""
"","8604","should show main content panel","Electron","Mon Jul 13 05:19:48 UTC 2026","passed","Mon Jul 13 05:19:56 UTC 2026","Theia app","theia-app.test.js","",""
"","844","should be dirty after changing the file contents and clean after save","Electron","Mon Jul 13 05:20:05 UTC 2026","passed","Mon Jul 13 05:20:06 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","6691","should show main content panel","Browser","Mon Jul 13 05:20:01 UTC 2026","passed","Mon Jul 13 05:20:07 UTC 2026","Theia app","theia-app.test.js","",""
"","32","should show status bar","Browser","Mon Jul 13 05:20:07 UTC 2026","passed","Mon Jul 13 05:20:07 UTC 2026","Theia app","theia-app.test.js","",""
"","8505","should be visible and active after opening ""sample.txt""","Electron","Mon Jul 13 05:19:57 UTC 2026","passed","Mon Jul 13 05:20:05 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","211","should have menu bar items","Browser","Mon Jul 13 05:20:07 UTC 2026","passed","Mon Jul 13 05:20:08 UTC 2026","Theia app","theia-app.test.js","",""
"","951","should be dirty after changing the file contents and clean after save","Browser","Mon Jul 13 05:20:15 UTC 2026","passed","Mon Jul 13 05:20:16 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","35","should show status bar","Electron","Mon Jul 13 05:19:56 UTC 2026","passed","Mon Jul 13 05:19:56 UTC 2026","Theia app","theia-app.test.js","",""
"","7620","should be visible and active after opening ""sample.txt""","Browser","Mon Jul 13 05:20:08 UTC 2026","passed","Mon Jul 13 05:20:15 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
