"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5704","should show main content panel","Browser","Sat Mar 07 04:41:39 UTC 2026","passed","Sat Mar 07 04:41:45 UTC 2026","Theia app","theia-app.test.js","",""
"","203","should have menu bar items","Browser","Sat Mar 07 04:41:45 UTC 2026","passed","Sat Mar 07 04:41:45 UTC 2026","Theia app","theia-app.test.js","",""
"","7956","should show main content panel","Electron","Sat Mar 07 04:41:40 UTC 2026","passed","Sat Mar 07 04:41:48 UTC 2026","Theia app","theia-app.test.js","",""
"","30","should show status bar","Electron","Sat Mar 07 04:41:48 UTC 2026","passed","Sat Mar 07 04:41:48 UTC 2026","Theia app","theia-app.test.js","",""
"","6890","should be visible and active after opening ""sample.txt""","Browser","Sat Mar 07 04:41:45 UTC 2026","passed","Sat Mar 07 04:41:52 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","8380","should be visible and active after opening ""sample.txt""","Electron","Sat Mar 07 04:41:48 UTC 2026","passed","Sat Mar 07 04:41:57 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","1014","should be dirty after changing the file contents and clean after save","Electron","Sat Mar 07 04:41:57 UTC 2026","passed","Sat Mar 07 04:41:58 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","139","should have menu bar items","Electron","Sat Mar 07 04:41:48 UTC 2026","passed","Sat Mar 07 04:41:48 UTC 2026","Theia app","theia-app.test.js","",""
"","35","should show status bar","Browser","Sat Mar 07 04:41:45 UTC 2026","passed","Sat Mar 07 04:41:45 UTC 2026","Theia app","theia-app.test.js","",""
"","882","should be dirty after changing the file contents and clean after save","Browser","Sat Mar 07 04:41:52 UTC 2026","passed","Sat Mar 07 04:41:53 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
