"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6813","should be visible and active after opening ""sample.txt""","Electron","2026-09-24","passed","2026-09-24","Theia Text Editor","theia-text-editor.test.js","",""
"","791","should be dirty after changing the file contents and clean after save","Browser","2026-09-24","passed","2026-09-24","Theia Text Editor","theia-text-editor.test.js","",""
"","98","should have menu bar items","Electron","2026-09-24","passed","2026-09-24","Theia app","theia-app.test.js","",""
"","20","should show status bar","Electron","2026-09-24","passed","2026-09-24","Theia app","theia-app.test.js","",""
"","725","should be dirty after changing the file contents and clean after save","Electron","2026-09-24","passed","2026-09-24","Theia Text Editor","theia-text-editor.test.js","",""
"","6247","should show main content panel","Electron","2026-09-24","passed","2026-09-24","Theia app","theia-app.test.js","",""
"","199","should have menu bar items","Browser","2026-09-24","passed","2026-09-24","Theia app","theia-app.test.js","",""
"","29","should show status bar","Browser","2026-09-24","passed","2026-09-24","Theia app","theia-app.test.js","",""
"","6973","should show main content panel","Browser","2026-09-24","passed","2026-09-24","Theia app","theia-app.test.js","",""
"","7720","should be visible and active after opening ""sample.txt""","Browser","2026-09-24","passed","2026-09-24","Theia Text Editor","theia-text-editor.test.js","",""
