"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1044","should be dirty after changing the file contents and clean after save","Browser","2026-07-31","passed","2026-07-31","Theia Text Editor","theia-text-editor.test.js","",""
"","994","should be dirty after changing the file contents and clean after save","Electron","2026-07-31","passed","2026-07-31","Theia Text Editor","theia-text-editor.test.js","",""
"","30","should show status bar","Browser","2026-07-31","passed","2026-07-31","Theia app","theia-app.test.js","",""
"","8278","should be visible and active after opening ""sample.txt""","Browser","2026-07-31","passed","2026-07-31","Theia Text Editor","theia-text-editor.test.js","",""
"","212","should have menu bar items","Browser","2026-07-31","passed","2026-07-31","Theia app","theia-app.test.js","",""
"","105","should have menu bar items","Electron","2026-07-31","passed","2026-07-31","Theia app","theia-app.test.js","",""
"","9081","should be visible and active after opening ""sample.txt""","Electron","2026-07-31","passed","2026-07-31","Theia Text Editor","theia-text-editor.test.js","",""
"","54","should show status bar","Electron","2026-07-31","passed","2026-07-31","Theia app","theia-app.test.js","",""
"","6670","should show main content panel","Browser","2026-07-31","passed","2026-07-31","Theia app","theia-app.test.js","",""
"","9905","should show main content panel","Electron","2026-07-31","passed","2026-07-31","Theia app","theia-app.test.js","",""
