"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 03 04:25:53 GMT 2023","Thu Aug 03 04:25:53 GMT 2023","218","","","Theia app","","","should have menu bar items",""
"passed","Thu Aug 03 04:26:13 GMT 2023","Thu Aug 03 04:26:14 GMT 2023","1596","","","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Thu Aug 03 04:25:45 GMT 2023","Thu Aug 03 04:25:53 GMT 2023","8502","","","Theia app","","","should show main content panel",""
"passed","Thu Aug 03 04:25:53 GMT 2023","Thu Aug 03 04:26:13 GMT 2023","19339","","","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Thu Aug 03 04:25:53 GMT 2023","Thu Aug 03 04:25:53 GMT 2023","46","","","Theia app","","","should show status bar",""
