"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15171","should show main content panel","Electron","Wed Jul 08 05:14:39 UTC 2026","passed","Wed Jul 08 05:14:54 UTC 2026","Theia app","theia-app.test.js","",""
"","9683","should be visible and active after opening ""sample.txt""","Electron","Wed Jul 08 05:14:54 UTC 2026","passed","Wed Jul 08 05:15:04 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","1025","should be dirty after changing the file contents and clean after save","Electron","Wed Jul 08 05:15:04 UTC 2026","passed","Wed Jul 08 05:15:05 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","26","should show status bar","Browser","Wed Jul 08 05:14:48 UTC 2026","passed","Wed Jul 08 05:14:48 UTC 2026","Theia app","theia-app.test.js","",""
"","157","should have menu bar items","Electron","Wed Jul 08 05:14:54 UTC 2026","passed","Wed Jul 08 05:14:54 UTC 2026","Theia app","theia-app.test.js","",""
"","32","should show status bar","Electron","Wed Jul 08 05:14:54 UTC 2026","passed","Wed Jul 08 05:14:54 UTC 2026","Theia app","theia-app.test.js","",""
"","943","should be dirty after changing the file contents and clean after save","Browser","Wed Jul 08 05:14:56 UTC 2026","passed","Wed Jul 08 05:14:57 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","184","should have menu bar items","Browser","Wed Jul 08 05:14:48 UTC 2026","passed","Wed Jul 08 05:14:48 UTC 2026","Theia app","theia-app.test.js","",""
"","6106","should show main content panel","Browser","Wed Jul 08 05:14:42 UTC 2026","passed","Wed Jul 08 05:14:48 UTC 2026","Theia app","theia-app.test.js","",""
"","7429","should be visible and active after opening ""sample.txt""","Browser","Wed Jul 08 05:14:48 UTC 2026","passed","Wed Jul 08 05:14:56 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
