"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 08 04:11:16 GMT 2024","Fri Nov 08 04:11:30 GMT 2024","14151","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Fri Nov 08 04:11:11 GMT 2024","Fri Nov 08 04:11:16 GMT 2024","4762","Electron","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Fri Nov 08 04:11:10 GMT 2024","Fri Nov 08 04:11:14 GMT 2024","4157","Browser","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Fri Nov 08 04:11:16 GMT 2024","Fri Nov 08 04:11:16 GMT 2024","82","Electron","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Fri Nov 08 04:11:28 GMT 2024","Fri Nov 08 04:11:30 GMT 2024","1040","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Fri Nov 08 04:11:30 GMT 2024","Fri Nov 08 04:11:31 GMT 2024","1009","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Fri Nov 08 04:11:14 GMT 2024","Fri Nov 08 04:11:14 GMT 2024","25","Browser","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Fri Nov 08 04:11:14 GMT 2024","Fri Nov 08 04:11:15 GMT 2024","235","Browser","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Fri Nov 08 04:11:15 GMT 2024","Fri Nov 08 04:11:28 GMT 2024","13822","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Fri Nov 08 04:11:16 GMT 2024","Fri Nov 08 04:11:16 GMT 2024","19","Electron","theia-app.test.js","Theia app","","","should show status bar",""
