"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6190","should show main content panel","Browser","Sun May 03 05:20:36 UTC 2026","passed","Sun May 03 05:20:42 UTC 2026","Theia app","theia-app.test.js","",""
"","117","should have menu bar items","Electron","Sun May 03 05:20:44 UTC 2026","passed","Sun May 03 05:20:44 UTC 2026","Theia app","theia-app.test.js","",""
"","37","should show status bar","Electron","Sun May 03 05:20:44 UTC 2026","passed","Sun May 03 05:20:44 UTC 2026","Theia app","theia-app.test.js","",""
"","981","should be dirty after changing the file contents and clean after save","Electron","Sun May 03 05:20:54 UTC 2026","passed","Sun May 03 05:20:55 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","202","should have menu bar items","Browser","Sun May 03 05:20:42 UTC 2026","passed","Sun May 03 05:20:42 UTC 2026","Theia app","theia-app.test.js","",""
"","9605","should be visible and active after opening ""sample.txt""","Electron","Sun May 03 05:20:44 UTC 2026","passed","Sun May 03 05:20:54 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","35","should show status bar","Browser","Sun May 03 05:20:42 UTC 2026","passed","Sun May 03 05:20:42 UTC 2026","Theia app","theia-app.test.js","",""
"","7082","should be visible and active after opening ""sample.txt""","Browser","Sun May 03 05:20:42 UTC 2026","passed","Sun May 03 05:20:49 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","803","should be dirty after changing the file contents and clean after save","Browser","Sun May 03 05:20:49 UTC 2026","passed","Sun May 03 05:20:50 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","9689","should show main content panel","Electron","Sun May 03 05:20:34 UTC 2026","passed","Sun May 03 05:20:44 UTC 2026","Theia app","theia-app.test.js","",""
