"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9531","should show main content panel","Electron","Thu May 07 05:20:20 UTC 2026","passed","Thu May 07 05:20:30 UTC 2026","Theia app","theia-app.test.js","",""
"","183","should have menu bar items","Browser","Thu May 07 05:20:32 UTC 2026","passed","Thu May 07 05:20:32 UTC 2026","Theia app","theia-app.test.js","",""
"","30","should show status bar","Browser","Thu May 07 05:20:31 UTC 2026","passed","Thu May 07 05:20:32 UTC 2026","Theia app","theia-app.test.js","",""
"","755","should be dirty after changing the file contents and clean after save","Browser","Thu May 07 05:20:39 UTC 2026","passed","Thu May 07 05:20:39 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","832","should be dirty after changing the file contents and clean after save","Electron","Thu May 07 05:20:39 UTC 2026","passed","Thu May 07 05:20:39 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","8514","should be visible and active after opening ""sample.txt""","Electron","Thu May 07 05:20:30 UTC 2026","passed","Thu May 07 05:20:39 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","5767","should show main content panel","Browser","Thu May 07 05:20:26 UTC 2026","passed","Thu May 07 05:20:31 UTC 2026","Theia app","theia-app.test.js","",""
"","25","should show status bar","Electron","Thu May 07 05:20:30 UTC 2026","passed","Thu May 07 05:20:30 UTC 2026","Theia app","theia-app.test.js","",""
"","6960","should be visible and active after opening ""sample.txt""","Browser","Thu May 07 05:20:32 UTC 2026","passed","Thu May 07 05:20:39 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","138","should have menu bar items","Electron","Thu May 07 05:20:30 UTC 2026","passed","Thu May 07 05:20:30 UTC 2026","Theia app","theia-app.test.js","",""
