"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","177","should have menu bar items","Electron","Fri Jul 17 05:12:34 UTC 2026","passed","Fri Jul 17 05:12:34 UTC 2026","Theia app","theia-app.test.js","",""
"","868","should be dirty after changing the file contents and clean after save","Browser","Fri Jul 17 05:12:32 UTC 2026","passed","Fri Jul 17 05:12:33 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","180","should have menu bar items","Browser","Fri Jul 17 05:12:24 UTC 2026","passed","Fri Jul 17 05:12:25 UTC 2026","Theia app","theia-app.test.js","",""
"","27","should show status bar","Electron","Fri Jul 17 05:12:34 UTC 2026","passed","Fri Jul 17 05:12:34 UTC 2026","Theia app","theia-app.test.js","",""
"","13242","should show main content panel","Electron","Fri Jul 17 05:12:21 UTC 2026","passed","Fri Jul 17 05:12:34 UTC 2026","Theia app","theia-app.test.js","",""
"","6259","should show main content panel","Browser","Fri Jul 17 05:12:18 UTC 2026","passed","Fri Jul 17 05:12:24 UTC 2026","Theia app","theia-app.test.js","",""
"","26","should show status bar","Browser","Fri Jul 17 05:12:24 UTC 2026","passed","Fri Jul 17 05:12:24 UTC 2026","Theia app","theia-app.test.js","",""
"","7812","should be visible and active after opening ""sample.txt""","Browser","Fri Jul 17 05:12:25 UTC 2026","passed","Fri Jul 17 05:12:32 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","991","should be dirty after changing the file contents and clean after save","Electron","Fri Jul 17 05:12:42 UTC 2026","passed","Fri Jul 17 05:12:43 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","7826","should be visible and active after opening ""sample.txt""","Electron","Fri Jul 17 05:12:34 UTC 2026","passed","Fri Jul 17 05:12:42 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
