"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6847","should be visible and active after opening ""sample.txt""","Electron","2026-09-15","passed","2026-09-15","Theia Text Editor","theia-text-editor.test.js","",""
"","119","should have menu bar items","Browser","2026-09-15","passed","2026-09-15","Theia app","theia-app.test.js","",""
"","772","should be dirty after changing the file contents and clean after save","Browser","2026-09-15","passed","2026-09-15","Theia Text Editor","theia-text-editor.test.js","",""
"","6321","should show main content panel","Electron","2026-09-15","passed","2026-09-15","Theia app","theia-app.test.js","",""
"","90","should have menu bar items","Electron","2026-09-15","passed","2026-09-15","Theia app","theia-app.test.js","",""
"","723","should be dirty after changing the file contents and clean after save","Electron","2026-09-15","passed","2026-09-15","Theia Text Editor","theia-text-editor.test.js","",""
"","25","should show status bar","Browser","2026-09-15","passed","2026-09-15","Theia app","theia-app.test.js","",""
"","5058","should show main content panel","Browser","2026-09-15","passed","2026-09-15","Theia app","theia-app.test.js","",""
"","18","should show status bar","Electron","2026-09-15","passed","2026-09-15","Theia app","theia-app.test.js","",""
"","6963","should be visible and active after opening ""sample.txt""","Browser","2026-09-15","passed","2026-09-15","Theia Text Editor","theia-text-editor.test.js","",""
