"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 21 04:08:29 GMT 2024","Tue May 21 04:08:29 GMT 2024","18","Electron","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Tue May 21 04:08:21 GMT 2024","Tue May 21 04:08:29 GMT 2024","8091","Electron","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Tue May 21 04:08:17 GMT 2024","Tue May 21 04:08:17 GMT 2024","202","Browser","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Tue May 21 04:08:30 GMT 2024","Tue May 21 04:08:31 GMT 2024","1129","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Tue May 21 04:08:13 GMT 2024","Tue May 21 04:08:17 GMT 2024","4190","Browser","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Tue May 21 04:08:29 GMT 2024","Tue May 21 04:08:29 GMT 2024","101","Electron","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Tue May 21 04:08:17 GMT 2024","Tue May 21 04:08:17 GMT 2024","18","Browser","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Tue May 21 04:09:18 GMT 2024","Tue May 21 04:09:19 GMT 2024","1006","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Tue May 21 04:08:17 GMT 2024","Tue May 21 04:08:30 GMT 2024","12603","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Tue May 21 04:09:04 GMT 2024","Tue May 21 04:09:18 GMT 2024","14290","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
