"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","209","should have menu bar items","Browser","Thu Apr 16 05:14:39 UTC 2026","passed","Thu Apr 16 05:14:39 UTC 2026","Theia app","theia-app.test.js","",""
"","9727","should show main content panel","Electron","Thu Apr 16 05:14:32 UTC 2026","passed","Thu Apr 16 05:14:41 UTC 2026","Theia app","theia-app.test.js","",""
"","8801","should be visible and active after opening ""sample.txt""","Electron","Thu Apr 16 05:14:41 UTC 2026","passed","Thu Apr 16 05:14:50 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","896","should be dirty after changing the file contents and clean after save","Electron","Thu Apr 16 05:14:50 UTC 2026","passed","Thu Apr 16 05:14:51 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","39","should show status bar","Browser","Thu Apr 16 05:14:39 UTC 2026","passed","Thu Apr 16 05:14:39 UTC 2026","Theia app","theia-app.test.js","",""
"","861","should be dirty after changing the file contents and clean after save","Browser","Thu Apr 16 05:14:47 UTC 2026","passed","Thu Apr 16 05:14:48 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","146","should have menu bar items","Electron","Thu Apr 16 05:14:41 UTC 2026","passed","Thu Apr 16 05:14:41 UTC 2026","Theia app","theia-app.test.js","",""
"","38","should show status bar","Electron","Thu Apr 16 05:14:41 UTC 2026","passed","Thu Apr 16 05:14:41 UTC 2026","Theia app","theia-app.test.js","",""
"","7569","should be visible and active after opening ""sample.txt""","Browser","Thu Apr 16 05:14:39 UTC 2026","passed","Thu Apr 16 05:14:47 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","5624","should show main content panel","Browser","Thu Apr 16 05:14:34 UTC 2026","passed","Thu Apr 16 05:14:39 UTC 2026","Theia app","theia-app.test.js","",""
