"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6664","should be visible and active after opening ""sample.txt""","Browser","Wed Mar 11 04:45:15 UTC 2026","passed","Wed Mar 11 04:45:22 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","8312","should show main content panel","Browser","Wed Mar 11 04:45:07 UTC 2026","passed","Wed Mar 11 04:45:15 UTC 2026","Theia app","theia-app.test.js","",""
"","167","should have menu bar items","Browser","Wed Mar 11 04:45:15 UTC 2026","passed","Wed Mar 11 04:45:15 UTC 2026","Theia app","theia-app.test.js","",""
"","1019","should be dirty after changing the file contents and clean after save","Electron","Wed Mar 11 04:45:02 UTC 2026","passed","Wed Mar 11 04:45:03 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","102","should have menu bar items","Electron","Wed Mar 11 04:44:54 UTC 2026","passed","Wed Mar 11 04:44:54 UTC 2026","Theia app","theia-app.test.js","",""
"","7613","should show main content panel","Electron","Wed Mar 11 04:44:47 UTC 2026","passed","Wed Mar 11 04:44:54 UTC 2026","Theia app","theia-app.test.js","",""
"","1006","should be dirty after changing the file contents and clean after save","Browser","Wed Mar 11 04:45:22 UTC 2026","passed","Wed Mar 11 04:45:23 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","7546","should be visible and active after opening ""sample.txt""","Electron","Wed Mar 11 04:44:54 UTC 2026","passed","Wed Mar 11 04:45:02 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","46","should show status bar","Browser","Wed Mar 11 04:45:15 UTC 2026","passed","Wed Mar 11 04:45:15 UTC 2026","Theia app","theia-app.test.js","",""
"","47","should show status bar","Electron","Wed Mar 11 04:44:54 UTC 2026","passed","Wed Mar 11 04:44:54 UTC 2026","Theia app","theia-app.test.js","",""
