"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","981","should be dirty after changing the file contents and clean after save","Electron","2026-08-24","passed","2026-08-24","Theia Text Editor","theia-text-editor.test.js","",""
"","25","should show status bar","Electron","2026-08-24","passed","2026-08-24","Theia app","theia-app.test.js","",""
"","36","should show status bar","Browser","2026-08-24","passed","2026-08-24","Theia app","theia-app.test.js","",""
"","9098","should show main content panel","Electron","2026-08-24","passed","2026-08-24","Theia app","theia-app.test.js","",""
"","7811","should be visible and active after opening ""sample.txt""","Browser","2026-08-24","passed","2026-08-24","Theia Text Editor","theia-text-editor.test.js","",""
"","262","should have menu bar items","Browser","2026-08-24","passed","2026-08-24","Theia app","theia-app.test.js","",""
"","114","should have menu bar items","Electron","2026-08-24","passed","2026-08-24","Theia app","theia-app.test.js","",""
"","8722","should be visible and active after opening ""sample.txt""","Electron","2026-08-24","passed","2026-08-24","Theia Text Editor","theia-text-editor.test.js","",""
"","6832","should show main content panel","Browser","2026-08-24","passed","2026-08-24","Theia app","theia-app.test.js","",""
"","886","should be dirty after changing the file contents and clean after save","Browser","2026-08-24","passed","2026-08-24","Theia Text Editor","theia-text-editor.test.js","",""
