"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9101","should show main content panel","Electron","Sun Mar 29 05:01:15 UTC 2026","passed","Sun Mar 29 05:01:24 UTC 2026","Theia app","theia-app.test.js","",""
"","1000","should be dirty after changing the file contents and clean after save","Electron","Sun Mar 29 05:01:33 UTC 2026","passed","Sun Mar 29 05:01:34 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","7132","should be visible and active after opening ""sample.txt""","Browser","Sun Mar 29 05:01:19 UTC 2026","passed","Sun Mar 29 05:01:26 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","138","should have menu bar items","Electron","Sun Mar 29 05:01:24 UTC 2026","passed","Sun Mar 29 05:01:24 UTC 2026","Theia app","theia-app.test.js","",""
"","186","should have menu bar items","Browser","Sun Mar 29 05:01:19 UTC 2026","passed","Sun Mar 29 05:01:19 UTC 2026","Theia app","theia-app.test.js","",""
"","860","should be dirty after changing the file contents and clean after save","Browser","Sun Mar 29 05:01:26 UTC 2026","passed","Sun Mar 29 05:01:27 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","38","should show status bar","Browser","Sun Mar 29 05:01:19 UTC 2026","passed","Sun Mar 29 05:01:19 UTC 2026","Theia app","theia-app.test.js","",""
"","4788","should show main content panel","Browser","Sun Mar 29 05:01:14 UTC 2026","passed","Sun Mar 29 05:01:19 UTC 2026","Theia app","theia-app.test.js","",""
"","9133","should be visible and active after opening ""sample.txt""","Electron","Sun Mar 29 05:01:24 UTC 2026","passed","Sun Mar 29 05:01:33 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","36","should show status bar","Electron","Sun Mar 29 05:01:24 UTC 2026","passed","Sun Mar 29 05:01:24 UTC 2026","Theia app","theia-app.test.js","",""
