"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 08 04:07:58 GMT 2024","Wed May 08 04:08:00 GMT 2024","1138","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Wed May 08 04:07:44 GMT 2024","Wed May 08 04:07:44 GMT 2024","25","Electron","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Wed May 08 04:07:44 GMT 2024","Wed May 08 04:07:58 GMT 2024","14764","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Wed May 08 04:07:48 GMT 2024","Wed May 08 04:07:49 GMT 2024","214","Browser","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Wed May 08 04:07:48 GMT 2024","Wed May 08 04:07:48 GMT 2024","20","Browser","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Wed May 08 04:07:37 GMT 2024","Wed May 08 04:07:44 GMT 2024","6602","Electron","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Wed May 08 04:07:49 GMT 2024","Wed May 08 04:08:02 GMT 2024","12946","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Wed May 08 04:07:44 GMT 2024","Wed May 08 04:07:44 GMT 2024","90","Electron","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Wed May 08 04:07:44 GMT 2024","Wed May 08 04:07:48 GMT 2024","4293","Browser","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Wed May 08 04:08:02 GMT 2024","Wed May 08 04:08:03 GMT 2024","1203","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
