"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 05 04:11:18 GMT 2024","Tue Nov 05 04:11:31 GMT 2024","13069","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Tue Nov 05 04:11:18 GMT 2024","Tue Nov 05 04:11:18 GMT 2024","25","Browser","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Tue Nov 05 04:11:18 GMT 2024","Tue Nov 05 04:11:18 GMT 2024","266","Browser","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Tue Nov 05 04:11:28 GMT 2024","Tue Nov 05 04:11:29 GMT 2024","946","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Tue Nov 05 04:11:14 GMT 2024","Tue Nov 05 04:11:28 GMT 2024","14490","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Tue Nov 05 04:11:05 GMT 2024","Tue Nov 05 04:11:14 GMT 2024","8163","Electron","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Tue Nov 05 04:11:14 GMT 2024","Tue Nov 05 04:11:14 GMT 2024","32","Electron","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Tue Nov 05 04:11:14 GMT 2024","Tue Nov 05 04:11:18 GMT 2024","4377","Browser","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Tue Nov 05 04:11:31 GMT 2024","Tue Nov 05 04:11:32 GMT 2024","1098","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Tue Nov 05 04:11:14 GMT 2024","Tue Nov 05 04:11:14 GMT 2024","114","Electron","theia-app.test.js","Theia app","","","should have menu bar items",""
