"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17","should show status bar","Electron","Fri May 22 05:34:43 UTC 2026","passed","Fri May 22 05:34:43 UTC 2026","Theia app","theia-app.test.js","",""
"","6995","should show main content panel","Electron","Fri May 22 05:34:36 UTC 2026","passed","Fri May 22 05:34:43 UTC 2026","Theia app","theia-app.test.js","",""
"","6873","should be visible and active after opening ""sample.txt""","Browser","Fri May 22 05:34:47 UTC 2026","passed","Fri May 22 05:34:53 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","749","should be dirty after changing the file contents and clean after save","Browser","Fri May 22 05:34:53 UTC 2026","passed","Fri May 22 05:34:54 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","6029","should show main content panel","Browser","Fri May 22 05:34:40 UTC 2026","passed","Fri May 22 05:34:46 UTC 2026","Theia app","theia-app.test.js","",""
"","18","should show status bar","Browser","Fri May 22 05:34:46 UTC 2026","passed","Fri May 22 05:34:46 UTC 2026","Theia app","theia-app.test.js","",""
"","201","should have menu bar items","Browser","Fri May 22 05:34:46 UTC 2026","passed","Fri May 22 05:34:47 UTC 2026","Theia app","theia-app.test.js","",""
"","757","should be dirty after changing the file contents and clean after save","Electron","Fri May 22 05:34:50 UTC 2026","passed","Fri May 22 05:34:51 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","84","should have menu bar items","Electron","Fri May 22 05:34:43 UTC 2026","passed","Fri May 22 05:34:43 UTC 2026","Theia app","theia-app.test.js","",""
"","7479","should be visible and active after opening ""sample.txt""","Electron","Fri May 22 05:34:43 UTC 2026","passed","Fri May 22 05:34:50 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
