"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 27 04:11:46 GMT 2024","Wed Nov 27 04:11:47 GMT 2024","1124","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Wed Nov 27 04:11:31 GMT 2024","Wed Nov 27 04:11:46 GMT 2024","14670","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Wed Nov 27 04:11:46 GMT 2024","Wed Nov 27 04:11:47 GMT 2024","985","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Wed Nov 27 04:11:31 GMT 2024","Wed Nov 27 04:11:31 GMT 2024","34","Electron","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Wed Nov 27 04:11:32 GMT 2024","Wed Nov 27 04:11:32 GMT 2024","249","Browser","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Wed Nov 27 04:11:28 GMT 2024","Wed Nov 27 04:11:32 GMT 2024","4299","Browser","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Wed Nov 27 04:11:31 GMT 2024","Wed Nov 27 04:11:31 GMT 2024","113","Electron","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Wed Nov 27 04:11:32 GMT 2024","Wed Nov 27 04:11:32 GMT 2024","21","Browser","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Wed Nov 27 04:11:32 GMT 2024","Wed Nov 27 04:11:46 GMT 2024","13274","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Wed Nov 27 04:11:25 GMT 2024","Wed Nov 27 04:11:31 GMT 2024","6055","Electron","theia-app.test.js","Theia app","","","should show main content panel",""
