"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 22 04:08:05 GMT 2024","Mon Apr 22 04:08:18 GMT 2024","12558","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Mon Apr 22 04:07:57 GMT 2024","Mon Apr 22 04:08:02 GMT 2024","4872","Electron","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Mon Apr 22 04:08:05 GMT 2024","Mon Apr 22 04:08:05 GMT 2024","234","Browser","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Mon Apr 22 04:08:02 GMT 2024","Mon Apr 22 04:08:16 GMT 2024","13837","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Mon Apr 22 04:08:18 GMT 2024","Mon Apr 22 04:08:19 GMT 2024","1032","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Mon Apr 22 04:08:02 GMT 2024","Mon Apr 22 04:08:02 GMT 2024","110","Electron","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Mon Apr 22 04:08:05 GMT 2024","Mon Apr 22 04:08:05 GMT 2024","20","Browser","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Mon Apr 22 04:08:16 GMT 2024","Mon Apr 22 04:08:17 GMT 2024","949","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Mon Apr 22 04:08:02 GMT 2024","Mon Apr 22 04:08:02 GMT 2024","28","Electron","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Mon Apr 22 04:08:01 GMT 2024","Mon Apr 22 04:08:05 GMT 2024","3812","Browser","theia-app.test.js","Theia app","","","should show main content panel",""
