"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19","should show status bar","Browser","Wed May 06 14:43:52 UTC 2026","passed","Wed May 06 14:43:52 UTC 2026","Theia app","theia-app.test.js","",""
"","8569","should be visible and active after opening ""sample.txt""","Electron","Wed May 06 14:43:58 UTC 2026","passed","Wed May 06 14:44:07 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","7349","should show main content panel","Electron","Wed May 06 14:43:50 UTC 2026","passed","Wed May 06 14:43:58 UTC 2026","Theia app","theia-app.test.js","",""
"","865","should be dirty after changing the file contents and clean after save","Electron","Wed May 06 14:44:07 UTC 2026","passed","Wed May 06 14:44:07 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","174","should have menu bar items","Browser","Wed May 06 14:43:52 UTC 2026","passed","Wed May 06 14:43:52 UTC 2026","Theia app","theia-app.test.js","",""
"","6962","should be visible and active after opening ""sample.txt""","Browser","Wed May 06 14:43:52 UTC 2026","passed","Wed May 06 14:43:59 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","4561","should show main content panel","Browser","Wed May 06 14:43:48 UTC 2026","passed","Wed May 06 14:43:52 UTC 2026","Theia app","theia-app.test.js","",""
"","123","should have menu bar items","Electron","Wed May 06 14:43:58 UTC 2026","passed","Wed May 06 14:43:58 UTC 2026","Theia app","theia-app.test.js","",""
"","18","should show status bar","Electron","Wed May 06 14:43:58 UTC 2026","passed","Wed May 06 14:43:58 UTC 2026","Theia app","theia-app.test.js","",""
"","819","should be dirty after changing the file contents and clean after save","Browser","Wed May 06 14:43:59 UTC 2026","passed","Wed May 06 14:44:00 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
