"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 27 04:08:29 GMT 2024","Thu Jun 27 04:08:29 GMT 2024","101","Electron","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Thu Jun 27 04:08:34 GMT 2024","Thu Jun 27 04:08:34 GMT 2024","213","Browser","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Thu Jun 27 04:08:29 GMT 2024","Thu Jun 27 04:08:34 GMT 2024","4283","Browser","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Thu Jun 27 04:08:34 GMT 2024","Thu Jun 27 04:08:34 GMT 2024","21","Browser","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Thu Jun 27 04:08:29 GMT 2024","Thu Jun 27 04:08:29 GMT 2024","22","Electron","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Thu Jun 27 04:08:47 GMT 2024","Thu Jun 27 04:08:48 GMT 2024","1055","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Thu Jun 27 04:08:43 GMT 2024","Thu Jun 27 04:08:44 GMT 2024","1021","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Thu Jun 27 04:08:34 GMT 2024","Thu Jun 27 04:08:47 GMT 2024","12560","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Thu Jun 27 04:08:24 GMT 2024","Thu Jun 27 04:08:29 GMT 2024","5419","Electron","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Thu Jun 27 04:08:29 GMT 2024","Thu Jun 27 04:08:43 GMT 2024","14106","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
