"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 12 04:11:00 GMT 2024","Tue Nov 12 04:11:14 GMT 2024","13962","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Tue Nov 12 04:10:56 GMT 2024","Tue Nov 12 04:11:00 GMT 2024","4869","Electron","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Tue Nov 12 04:11:00 GMT 2024","Tue Nov 12 04:11:00 GMT 2024","20","Electron","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Tue Nov 12 04:11:10 GMT 2024","Tue Nov 12 04:11:10 GMT 2024","254","Browser","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Tue Nov 12 04:11:23 GMT 2024","Tue Nov 12 04:11:24 GMT 2024","1079","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Tue Nov 12 04:11:06 GMT 2024","Tue Nov 12 04:11:10 GMT 2024","4286","Browser","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Tue Nov 12 04:11:10 GMT 2024","Tue Nov 12 04:11:23 GMT 2024","12852","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Tue Nov 12 04:11:10 GMT 2024","Tue Nov 12 04:11:10 GMT 2024","22","Browser","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Tue Nov 12 04:11:00 GMT 2024","Tue Nov 12 04:11:00 GMT 2024","74","Electron","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Tue Nov 12 04:11:14 GMT 2024","Tue Nov 12 04:11:15 GMT 2024","907","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
