"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","805","should be dirty after changing the file contents and clean after save","Browser","Sat May 16 05:17:36 UTC 2026","passed","Sat May 16 05:17:37 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","8911","should show main content panel","Electron","Sat May 16 05:17:20 UTC 2026","passed","Sat May 16 05:17:29 UTC 2026","Theia app","theia-app.test.js","",""
"","180","should have menu bar items","Browser","Sat May 16 05:17:29 UTC 2026","passed","Sat May 16 05:17:29 UTC 2026","Theia app","theia-app.test.js","",""
"","6921","should be visible and active after opening ""sample.txt""","Browser","Sat May 16 05:17:29 UTC 2026","passed","Sat May 16 05:17:36 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","17","should show status bar","Browser","Sat May 16 05:17:29 UTC 2026","passed","Sat May 16 05:17:29 UTC 2026","Theia app","theia-app.test.js","",""
"","5781","should show main content panel","Browser","Sat May 16 05:17:23 UTC 2026","passed","Sat May 16 05:17:29 UTC 2026","Theia app","theia-app.test.js","",""
"","8988","should be visible and active after opening ""sample.txt""","Electron","Sat May 16 05:17:29 UTC 2026","passed","Sat May 16 05:17:38 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","952","should be dirty after changing the file contents and clean after save","Electron","Sat May 16 05:17:38 UTC 2026","passed","Sat May 16 05:17:39 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","25","should show status bar","Electron","Sat May 16 05:17:29 UTC 2026","passed","Sat May 16 05:17:29 UTC 2026","Theia app","theia-app.test.js","",""
"","133","should have menu bar items","Electron","Sat May 16 05:17:29 UTC 2026","passed","Sat May 16 05:17:29 UTC 2026","Theia app","theia-app.test.js","",""
