"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","140","should have menu bar items","Browser","2026-09-19","passed","2026-09-19","Theia app","theia-app.test.js","",""
"","810","should be dirty after changing the file contents and clean after save","Electron","2026-09-19","passed","2026-09-19","Theia Text Editor","theia-text-editor.test.js","",""
"","32","should show status bar","Browser","2026-09-19","passed","2026-09-19","Theia app","theia-app.test.js","",""
"","5794","should show main content panel","Browser","2026-09-19","passed","2026-09-19","Theia app","theia-app.test.js","",""
"","853","should be dirty after changing the file contents and clean after save","Browser","2026-09-19","passed","2026-09-19","Theia Text Editor","theia-text-editor.test.js","",""
"","8876","should show main content panel","Electron","2026-09-19","passed","2026-09-19","Theia app","theia-app.test.js","",""
"","8277","should be visible and active after opening ""sample.txt""","Electron","2026-09-19","passed","2026-09-19","Theia Text Editor","theia-text-editor.test.js","",""
"","142","should have menu bar items","Electron","2026-09-19","passed","2026-09-19","Theia app","theia-app.test.js","",""
"","7674","should be visible and active after opening ""sample.txt""","Browser","2026-09-19","passed","2026-09-19","Theia Text Editor","theia-text-editor.test.js","",""
"","28","should show status bar","Electron","2026-09-19","passed","2026-09-19","Theia app","theia-app.test.js","",""
