"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 13 04:11:12 GMT 2024","Sat Jul 13 04:11:12 GMT 2024","16","Browser","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Sat Jul 13 04:11:06 GMT 2024","Sat Jul 13 04:11:06 GMT 2024","86","Electron","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Sat Jul 13 04:11:12 GMT 2024","Sat Jul 13 04:11:12 GMT 2024","206","Browser","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Sat Jul 13 04:11:21 GMT 2024","Sat Jul 13 04:11:22 GMT 2024","953","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Sat Jul 13 04:11:06 GMT 2024","Sat Jul 13 04:11:06 GMT 2024","20","Electron","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Sat Jul 13 04:11:06 GMT 2024","Sat Jul 13 04:11:21 GMT 2024","14306","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Sat Jul 13 04:11:12 GMT 2024","Sat Jul 13 04:11:25 GMT 2024","12537","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Sat Jul 13 04:11:08 GMT 2024","Sat Jul 13 04:11:12 GMT 2024","3789","Browser","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Sat Jul 13 04:11:25 GMT 2024","Sat Jul 13 04:11:26 GMT 2024","1125","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Sat Jul 13 04:11:01 GMT 2024","Sat Jul 13 04:11:06 GMT 2024","5173","Electron","theia-app.test.js","Theia app","","","should show main content panel",""
