"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","50","should show status bar","Electron","2026-08-09","passed","2026-08-09","Theia app","theia-app.test.js","",""
"","9591","should show main content panel","Electron","2026-08-09","passed","2026-08-09","Theia app","theia-app.test.js","",""
"","972","should be dirty after changing the file contents and clean after save","Electron","2026-08-09","passed","2026-08-09","Theia Text Editor","theia-text-editor.test.js","",""
"","5818","should show main content panel","Browser","2026-08-09","passed","2026-08-09","Theia app","theia-app.test.js","",""
"","897","should be dirty after changing the file contents and clean after save","Browser","2026-08-09","passed","2026-08-09","Theia Text Editor","theia-text-editor.test.js","",""
"","9027","should be visible and active after opening ""sample.txt""","Electron","2026-08-09","passed","2026-08-09","Theia Text Editor","theia-text-editor.test.js","",""
"","101","should have menu bar items","Electron","2026-08-09","passed","2026-08-09","Theia app","theia-app.test.js","",""
"","34","should show status bar","Browser","2026-08-09","passed","2026-08-09","Theia app","theia-app.test.js","",""
"","204","should have menu bar items","Browser","2026-08-09","passed","2026-08-09","Theia app","theia-app.test.js","",""
"","8076","should be visible and active after opening ""sample.txt""","Browser","2026-08-09","passed","2026-08-09","Theia Text Editor","theia-text-editor.test.js","",""
