"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","34","should show status bar","Electron","Wed Jul 22 05:13:30 UTC 2026","passed","Wed Jul 22 05:13:30 UTC 2026","Theia app","theia-app.test.js","",""
"","5469","should show main content panel","Browser","Wed Jul 22 05:13:24 UTC 2026","passed","Wed Jul 22 05:13:29 UTC 2026","Theia app","theia-app.test.js","",""
"","8681","should be visible and active after opening ""sample.txt""","Electron","Wed Jul 22 05:13:30 UTC 2026","passed","Wed Jul 22 05:13:39 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","179","should have menu bar items","Browser","Wed Jul 22 05:13:29 UTC 2026","passed","Wed Jul 22 05:13:29 UTC 2026","Theia app","theia-app.test.js","",""
"","792","should be dirty after changing the file contents and clean after save","Browser","Wed Jul 22 05:13:37 UTC 2026","passed","Wed Jul 22 05:13:37 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","7438","should be visible and active after opening ""sample.txt""","Browser","Wed Jul 22 05:13:29 UTC 2026","passed","Wed Jul 22 05:13:37 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","28","should show status bar","Browser","Wed Jul 22 05:13:29 UTC 2026","passed","Wed Jul 22 05:13:29 UTC 2026","Theia app","theia-app.test.js","",""
"","8286","should show main content panel","Electron","Wed Jul 22 05:13:22 UTC 2026","passed","Wed Jul 22 05:13:30 UTC 2026","Theia app","theia-app.test.js","",""
"","871","should be dirty after changing the file contents and clean after save","Electron","Wed Jul 22 05:13:39 UTC 2026","passed","Wed Jul 22 05:13:40 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","138","should have menu bar items","Electron","Wed Jul 22 05:13:30 UTC 2026","passed","Wed Jul 22 05:13:30 UTC 2026","Theia app","theia-app.test.js","",""
