"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 17 04:10:24 GMT 2024","Sat Aug 17 04:10:38 GMT 2024","13985","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Sat Aug 17 04:10:26 GMT 2024","Sat Aug 17 04:10:26 GMT 2024","219","Browser","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Sat Aug 17 04:10:24 GMT 2024","Sat Aug 17 04:10:24 GMT 2024","85","Electron","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Sat Aug 17 04:10:26 GMT 2024","Sat Aug 17 04:10:38 GMT 2024","12102","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Sat Aug 17 04:10:38 GMT 2024","Sat Aug 17 04:10:39 GMT 2024","1002","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Sat Aug 17 04:10:26 GMT 2024","Sat Aug 17 04:10:26 GMT 2024","25","Browser","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Sat Aug 17 04:10:24 GMT 2024","Sat Aug 17 04:10:24 GMT 2024","18","Electron","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Sat Aug 17 04:10:22 GMT 2024","Sat Aug 17 04:10:26 GMT 2024","4113","Browser","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Sat Aug 17 04:10:38 GMT 2024","Sat Aug 17 04:10:39 GMT 2024","923","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Sat Aug 17 04:10:18 GMT 2024","Sat Aug 17 04:10:24 GMT 2024","5393","Electron","theia-app.test.js","Theia app","","","should show main content panel",""
