"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7024","should show main content panel","Electron","Thu Mar 12 04:45:46 UTC 2026","passed","Thu Mar 12 04:45:53 UTC 2026","Theia app","theia-app.test.js","",""
"","32","should show status bar","Browser","Thu Mar 12 04:45:59 UTC 2026","passed","Thu Mar 12 04:45:59 UTC 2026","Theia app","theia-app.test.js","",""
"","1049","should be dirty after changing the file contents and clean after save","Electron","Thu Mar 12 04:46:00 UTC 2026","passed","Thu Mar 12 04:46:01 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","184","should have menu bar items","Browser","Thu Mar 12 04:45:59 UTC 2026","passed","Thu Mar 12 04:45:59 UTC 2026","Theia app","theia-app.test.js","",""
"","24","should show status bar","Electron","Thu Mar 12 04:45:53 UTC 2026","passed","Thu Mar 12 04:45:53 UTC 2026","Theia app","theia-app.test.js","",""
"","112","should have menu bar items","Electron","Thu Mar 12 04:45:53 UTC 2026","passed","Thu Mar 12 04:45:53 UTC 2026","Theia app","theia-app.test.js","",""
"","7505","should be visible and active after opening ""sample.txt""","Electron","Thu Mar 12 04:45:53 UTC 2026","passed","Thu Mar 12 04:46:00 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","6219","should show main content panel","Browser","Thu Mar 12 04:45:53 UTC 2026","passed","Thu Mar 12 04:45:59 UTC 2026","Theia app","theia-app.test.js","",""
"","7019","should be visible and active after opening ""sample.txt""","Browser","Thu Mar 12 04:45:59 UTC 2026","passed","Thu Mar 12 04:46:06 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","919","should be dirty after changing the file contents and clean after save","Browser","Thu Mar 12 04:46:06 UTC 2026","passed","Thu Mar 12 04:46:07 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
