"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 08 04:10:54 GMT 2025","Wed Jan 08 04:10:59 GMT 2025","5686","Electron","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Wed Jan 08 04:10:59 GMT 2025","Wed Jan 08 04:11:00 GMT 2025","128","Electron","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Wed Jan 08 04:10:56 GMT 2025","Wed Jan 08 04:10:56 GMT 2025","27","Browser","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Wed Jan 08 04:10:56 GMT 2025","Wed Jan 08 04:11:09 GMT 2025","13259","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Wed Jan 08 04:10:56 GMT 2025","Wed Jan 08 04:10:56 GMT 2025","245","Browser","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Wed Jan 08 04:10:51 GMT 2025","Wed Jan 08 04:10:56 GMT 2025","4326","Browser","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Wed Jan 08 04:10:59 GMT 2025","Wed Jan 08 04:10:59 GMT 2025","27","Electron","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Wed Jan 08 04:11:17 GMT 2025","Wed Jan 08 04:11:18 GMT 2025","921","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Wed Jan 08 04:11:09 GMT 2025","Wed Jan 08 04:11:10 GMT 2025","1012","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Wed Jan 08 04:11:00 GMT 2025","Wed Jan 08 04:11:17 GMT 2025","17773","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
