"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7777","should be visible and active after opening ""sample.txt""","Browser","2026-09-14","passed","2026-09-14","Theia Text Editor","theia-text-editor.test.js","",""
"","29","should show status bar","Electron","2026-09-14","passed","2026-09-14","Theia app","theia-app.test.js","",""
"","9550","should show main content panel","Electron","2026-09-14","passed","2026-09-14","Theia app","theia-app.test.js","",""
"","5716","should show main content panel","Browser","2026-09-14","passed","2026-09-14","Theia app","theia-app.test.js","",""
"","164","should have menu bar items","Browser","2026-09-14","passed","2026-09-14","Theia app","theia-app.test.js","",""
"","799","should be dirty after changing the file contents and clean after save","Browser","2026-09-14","passed","2026-09-14","Theia Text Editor","theia-text-editor.test.js","",""
"","156","should have menu bar items","Electron","2026-09-14","passed","2026-09-14","Theia app","theia-app.test.js","",""
"","884","should be dirty after changing the file contents and clean after save","Electron","2026-09-14","passed","2026-09-14","Theia Text Editor","theia-text-editor.test.js","",""
"","8054","should be visible and active after opening ""sample.txt""","Electron","2026-09-14","passed","2026-09-14","Theia Text Editor","theia-text-editor.test.js","",""
"","47","should show status bar","Browser","2026-09-14","passed","2026-09-14","Theia app","theia-app.test.js","",""
