"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 11 07:19:51 GMT 2024","Fri Oct 11 07:19:51 GMT 2024","83","Electron","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Fri Oct 11 07:19:46 GMT 2024","Fri Oct 11 07:19:51 GMT 2024","5197","Electron","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Fri Oct 11 07:20:09 GMT 2024","Fri Oct 11 07:20:10 GMT 2024","1079","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Fri Oct 11 07:19:55 GMT 2024","Fri Oct 11 07:19:56 GMT 2024","287","Browser","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Fri Oct 11 07:19:51 GMT 2024","Fri Oct 11 07:19:51 GMT 2024","22","Electron","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Fri Oct 11 07:19:51 GMT 2024","Fri Oct 11 07:19:55 GMT 2024","4339","Browser","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Fri Oct 11 07:19:56 GMT 2024","Fri Oct 11 07:20:09 GMT 2024","13137","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Fri Oct 11 07:19:55 GMT 2024","Fri Oct 11 07:19:55 GMT 2024","28","Browser","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Fri Oct 11 07:19:51 GMT 2024","Fri Oct 11 07:20:06 GMT 2024","14388","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Fri Oct 11 07:20:06 GMT 2024","Fri Oct 11 07:20:06 GMT 2024","923","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
