"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 18 04:11:44 GMT 2024","Fri Oct 18 04:11:44 GMT 2024","20","Electron","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Fri Oct 18 04:11:35 GMT 2024","Fri Oct 18 04:11:40 GMT 2024","5141","Browser","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Fri Oct 18 04:11:40 GMT 2024","Fri Oct 18 04:11:53 GMT 2024","12947","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Fri Oct 18 04:11:40 GMT 2024","Fri Oct 18 04:11:40 GMT 2024","23","Browser","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Fri Oct 18 04:11:39 GMT 2024","Fri Oct 18 04:11:44 GMT 2024","4762","Electron","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Fri Oct 18 04:11:40 GMT 2024","Fri Oct 18 04:11:40 GMT 2024","227","Browser","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Fri Oct 18 04:11:44 GMT 2024","Fri Oct 18 04:11:44 GMT 2024","85","Electron","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Fri Oct 18 04:11:53 GMT 2024","Fri Oct 18 04:11:54 GMT 2024","1118","Browser","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Fri Oct 18 04:11:44 GMT 2024","Fri Oct 18 04:11:58 GMT 2024","13807","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
"passed","Fri Oct 18 04:11:58 GMT 2024","Fri Oct 18 04:11:59 GMT 2024","890","Electron","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
