"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1006","should be dirty after changing the file contents and clean after save","Browser","Sat May 23 05:26:37 UTC 2026","passed","Sat May 23 05:26:38 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","20","should show status bar","Browser","Sat May 23 05:26:29 UTC 2026","passed","Sat May 23 05:26:29 UTC 2026","Theia app","theia-app.test.js","",""
"","186","should have menu bar items","Browser","Sat May 23 05:26:29 UTC 2026","passed","Sat May 23 05:26:29 UTC 2026","Theia app","theia-app.test.js","",""
"","7167","should show main content panel","Electron","Sat May 23 05:26:18 UTC 2026","passed","Sat May 23 05:26:25 UTC 2026","Theia app","theia-app.test.js","",""
"","92","should have menu bar items","Electron","Sat May 23 05:26:25 UTC 2026","passed","Sat May 23 05:26:25 UTC 2026","Theia app","theia-app.test.js","",""
"","7622","should be visible and active after opening ""sample.txt""","Browser","Sat May 23 05:26:29 UTC 2026","passed","Sat May 23 05:26:37 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","28","should show status bar","Electron","Sat May 23 05:26:25 UTC 2026","passed","Sat May 23 05:26:25 UTC 2026","Theia app","theia-app.test.js","",""
"","840","should be dirty after changing the file contents and clean after save","Electron","Sat May 23 05:26:34 UTC 2026","passed","Sat May 23 05:26:35 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
"","7584","should show main content panel","Browser","Sat May 23 05:26:21 UTC 2026","passed","Sat May 23 05:26:29 UTC 2026","Theia app","theia-app.test.js","",""
"","8469","should be visible and active after opening ""sample.txt""","Electron","Sat May 23 05:26:25 UTC 2026","passed","Sat May 23 05:26:34 UTC 2026","Theia Text Editor","theia-text-editor.test.js","",""
